date,id
2021-07-19 00:00:00+00:00,142
2021-07-20 00:00:00+00:00,95
2021-07-21 00:00:00+00:00,73
2021-07-22 00:00:00+00:00,61
2021-07-23 00:00:00+00:00,67
2021-07-24 00:00:00+00:00,128
2021-07-25 00:00:00+00:00,49
2021-07-26 00:00:00+00:00,62
2021-07-27 00:00:00+00:00,270
2021-07-28 00:00:00+00:00,193
2021-07-29 00:00:00+00:00,112
2021-07-30 00:00:00+00:00,56
2021-07-31 00:00:00+00:00,90
2021-08-01 00:00:00+00:00,56
2021-08-02 00:00:00+00:00,53
2021-08-03 00:00:00+00:00,103
2021-08-04 00:00:00+00:00,51
2021-08-05 00:00:00+00:00,82
2021-08-06 00:00:00+00:00,579
2021-08-07 00:00:00+00:00,60
2021-08-08 00:00:00+00:00,75
2021-08-09 00:00:00+00:00,260
2021-08-10 00:00:00+00:00,184
2021-08-11 00:00:00+00:00,156
2021-08-12 00:00:00+00:00,114
2021-08-13 00:00:00+00:00,82
2021-08-14 00:00:00+00:00,0
2021-08-15 00:00:00+00:00,0
2021-08-16 00:00:00+00:00,0
2021-08-17 00:00:00+00:00,0
2021-08-18 00:00:00+00:00,0
2021-08-19 00:00:00+00:00,197
2021-08-20 00:00:00+00:00,169
2021-08-21 00:00:00+00:00,0
2021-08-22 00:00:00+00:00,0
2021-08-23 00:00:00+00:00,112
2021-08-24 00:00:00+00:00,479
2021-08-25 00:00:00+00:00,147
2021-08-26 00:00:00+00:00,148
2021-08-27 00:00:00+00:00,352
2021-08-28 00:00:00+00:00,174
2021-08-29 00:00:00+00:00,85
2021-08-30 00:00:00+00:00,94
2021-08-31 00:00:00+00:00,390
2021-09-01 00:00:00+00:00,98
2021-09-02 00:00:00+00:00,76
2021-09-03 00:00:00+00:00,45
2021-09-04 00:00:00+00:00,61
2021-09-05 00:00:00+00:00,196
2021-09-06 00:00:00+00:00,216
2021-09-07 00:00:00+00:00,128
2021-09-08 00:00:00+00:00,139
2021-09-09 00:00:00+00:00,148
2021-09-10 00:00:00+00:00,304
2021-09-11 00:00:00+00:00,101
2021-09-12 00:00:00+00:00,133
2021-09-13 00:00:00+00:00,58
2021-09-14 00:00:00+00:00,180
2021-09-15 00:00:00+00:00,254
2021-09-16 00:00:00+00:00,315
2021-09-17 00:00:00+00:00,0
2021-09-18 00:00:00+00:00,245
2021-09-19 00:00:00+00:00,4100
2021-09-20 00:00:00+00:00,3157
2021-09-21 00:00:00+00:00,2838
2021-09-22 00:00:00+00:00,2192
2021-09-23 00:00:00+00:00,1463
2021-09-24 00:00:00+00:00,923
2021-09-25 00:00:00+00:00,639
2021-09-26 00:00:00+00:00,582
2021-09-27 00:00:00+00:00,563
2021-09-28 00:00:00+00:00,381
2021-09-29 00:00:00+00:00,955
2021-09-30 00:00:00+00:00,1104
2021-10-01 00:00:00+00:00,1397
2021-10-02 00:00:00+00:00,522
2021-10-03 00:00:00+00:00,349
2021-10-04 00:00:00+00:00,650
2021-10-05 00:00:00+00:00,278
2021-10-06 00:00:00+00:00,352
2021-10-07 00:00:00+00:00,158
2021-10-08 00:00:00+00:00,0
2021-10-09 00:00:00+00:00,0
2021-10-10 00:00:00+00:00,280
2021-10-11 00:00:00+00:00,583
2021-10-12 00:00:00+00:00,401
2021-10-13 00:00:00+00:00,245
2021-10-14 00:00:00+00:00,200
2021-10-15 00:00:00+00:00,0
2021-10-16 00:00:00+00:00,129
2021-10-17 00:00:00+00:00,741
2021-10-18 00:00:00+00:00,362
2021-10-19 00:00:00+00:00,532
2021-10-20 00:00:00+00:00,839
2021-10-21 00:00:00+00:00,309
2021-10-22 00:00:00+00:00,247
2021-10-23 00:00:00+00:00,189
2021-10-24 00:00:00+00:00,255
2021-10-25 00:00:00+00:00,154
2021-10-26 00:00:00+00:00,207
2021-10-27 00:00:00+00:00,138
2021-10-28 00:00:00+00:00,197
2021-10-29 00:00:00+00:00,609
2021-10-30 00:00:00+00:00,489
2021-10-31 00:00:00+00:00,416
2021-11-01 00:00:00+00:00,452
2021-11-02 00:00:00+00:00,218
2021-11-03 00:00:00+00:00,157
2021-11-04 00:00:00+00:00,188
2021-11-05 00:00:00+00:00,123
2021-11-06 00:00:00+00:00,221
2021-11-07 00:00:00+00:00,259
2021-11-08 00:00:00+00:00,247
2021-11-09 00:00:00+00:00,180
2021-11-10 00:00:00+00:00,115
2021-11-11 00:00:00+00:00,71
2021-11-12 00:00:00+00:00,64
2021-11-13 00:00:00+00:00,83
2021-11-14 00:00:00+00:00,50
2021-11-15 00:00:00+00:00,236
2021-11-16 00:00:00+00:00,422
2021-11-17 00:00:00+00:00,429
2021-11-18 00:00:00+00:00,325
2021-11-19 00:00:00+00:00,180
2021-11-20 00:00:00+00:00,196
2021-11-21 00:00:00+00:00,839
2021-11-22 00:00:00+00:00,130
2021-11-23 00:00:00+00:00,94
2021-11-24 00:00:00+00:00,127
2021-11-25 00:00:00+00:00,92
2021-11-26 00:00:00+00:00,0
2021-11-27 00:00:00+00:00,0
2021-11-28 00:00:00+00:00,0
2021-11-29 00:00:00+00:00,124
2021-11-30 00:00:00+00:00,270
2021-12-01 00:00:00+00:00,224
2021-12-02 00:00:00+00:00,289
2021-12-03 00:00:00+00:00,122
2021-12-04 00:00:00+00:00,728
2021-12-05 00:00:00+00:00,948
2021-12-06 00:00:00+00:00,0
2021-12-07 00:00:00+00:00,3779
2021-12-08 00:00:00+00:00,2948
2021-12-09 00:00:00+00:00,0
2021-12-10 00:00:00+00:00,0
2021-12-11 00:00:00+00:00,0
2021-12-12 00:00:00+00:00,402
2021-12-13 00:00:00+00:00,233
2021-12-14 00:00:00+00:00,114
2021-12-15 00:00:00+00:00,150
2021-12-16 00:00:00+00:00,131
2021-12-17 00:00:00+00:00,96
2021-12-18 00:00:00+00:00,134
2021-12-19 00:00:00+00:00,103
2021-12-20 00:00:00+00:00,382
2021-12-21 00:00:00+00:00,224
2021-12-22 00:00:00+00:00,162
2021-12-23 00:00:00+00:00,104
2021-12-24 00:00:00+00:00,82
2021-12-25 00:00:00+00:00,300
2021-12-26 00:00:00+00:00,229
2021-12-27 00:00:00+00:00,117
2021-12-28 00:00:00+00:00,83
2021-12-29 00:00:00+00:00,84
2021-12-30 00:00:00+00:00,79
2021-12-31 00:00:00+00:00,171
2022-01-01 00:00:00+00:00,85
2022-01-02 00:00:00+00:00,52
2022-01-03 00:00:00+00:00,48
2022-01-04 00:00:00+00:00,549
2022-01-05 00:00:00+00:00,144
2022-01-06 00:00:00+00:00,58
2022-01-07 00:00:00+00:00,138
2022-01-08 00:00:00+00:00,165
2022-01-09 00:00:00+00:00,109
2022-01-10 00:00:00+00:00,107
2022-01-11 00:00:00+00:00,84
2022-01-12 00:00:00+00:00,90
2022-01-13 00:00:00+00:00,299
2022-01-14 00:00:00+00:00,10
2022-01-15 00:00:00+00:00,61234
2022-01-16 00:00:00+00:00,36850
2022-01-17 00:00:00+00:00,10979
2022-01-18 00:00:00+00:00,8339
2022-01-19 00:00:00+00:00,0
2022-01-20 00:00:00+00:00,5835
2022-01-21 00:00:00+00:00,3580
2022-01-22 00:00:00+00:00,2511
2022-01-23 00:00:00+00:00,1498
2022-01-24 00:00:00+00:00,1331
2022-01-25 00:00:00+00:00,943
2022-01-26 00:00:00+00:00,450
2022-01-27 00:00:00+00:00,953
2022-01-28 00:00:00+00:00,415
2022-01-29 00:00:00+00:00,2680
2022-01-30 00:00:00+00:00,934
2022-01-31 00:00:00+00:00,425
2022-02-01 00:00:00+00:00,314
2022-02-02 00:00:00+00:00,405
2022-02-03 00:00:00+00:00,318
2022-02-04 00:00:00+00:00,271
2022-02-05 00:00:00+00:00,925
2022-02-06 00:00:00+00:00,266
2022-02-07 00:00:00+00:00,330
2022-02-08 00:00:00+00:00,0
2022-02-09 00:00:00+00:00,470
2022-02-10 00:00:00+00:00,271
2022-02-11 00:00:00+00:00,360
2022-02-12 00:00:00+00:00,121
2022-02-13 00:00:00+00:00,1541
2022-02-14 00:00:00+00:00,182
2022-02-15 00:00:00+00:00,172
2022-02-16 00:00:00+00:00,385
2022-02-17 00:00:00+00:00,151
2022-02-18 00:00:00+00:00,126
2022-02-19 00:00:00+00:00,148
2022-02-20 00:00:00+00:00,79
2022-02-21 00:00:00+00:00,103
2022-02-22 00:00:00+00:00,599
2022-02-23 00:00:00+00:00,532
2022-02-24 00:00:00+00:00,206
2022-02-25 00:00:00+00:00,94
2022-02-26 00:00:00+00:00,89
2022-02-27 00:00:00+00:00,63
2022-02-28 00:00:00+00:00,96
2022-03-01 00:00:00+00:00,147
2022-03-02 00:00:00+00:00,147
2022-03-03 00:00:00+00:00,154
2022-03-04 00:00:00+00:00,77
2022-03-05 00:00:00+00:00,45
2022-03-06 00:00:00+00:00,29
2022-03-07 00:00:00+00:00,70
2022-03-08 00:00:00+00:00,141
2022-03-09 00:00:00+00:00,107
2022-03-10 00:00:00+00:00,140
2022-03-11 00:00:00+00:00,124
2022-03-12 00:00:00+00:00,133
2022-03-13 00:00:00+00:00,77
2022-03-14 00:00:00+00:00,422
2022-03-15 00:00:00+00:00,230
2022-03-16 00:00:00+00:00,447
2022-03-17 00:00:00+00:00,147
2022-03-18 00:00:00+00:00,76
2022-03-19 00:00:00+00:00,108
2022-03-20 00:00:00+00:00,111
2022-03-21 00:00:00+00:00,254
2022-03-22 00:00:00+00:00,150
2022-03-23 00:00:00+00:00,96
2022-03-24 00:00:00+00:00,140
2022-03-25 00:00:00+00:00,168
2022-03-26 00:00:00+00:00,141
2022-03-27 00:00:00+00:00,366
2022-03-28 00:00:00+00:00,71
2022-03-29 00:00:00+00:00,174
2022-03-30 00:00:00+00:00,0
2022-03-31 00:00:00+00:00,127
2022-04-01 00:00:00+00:00,111
2022-04-02 00:00:00+00:00,83
2022-04-03 00:00:00+00:00,65
2022-04-04 00:00:00+00:00,68
2022-04-05 00:00:00+00:00,80
2022-04-06 00:00:00+00:00,60
2022-04-07 00:00:00+00:00,74
2022-04-08 00:00:00+00:00,136
2022-04-09 00:00:00+00:00,407
2022-04-10 00:00:00+00:00,130
2022-04-11 00:00:00+00:00,105
2022-04-12 00:00:00+00:00,42
2022-04-13 00:00:00+00:00,94
2022-04-14 00:00:00+00:00,0
2022-04-15 00:00:00+00:00,204
2022-04-16 00:00:00+00:00,75
2022-04-17 00:00:00+00:00,48
2022-04-18 00:00:00+00:00,55
2022-04-19 00:00:00+00:00,71
2022-04-20 00:00:00+00:00,329
2022-04-21 00:00:00+00:00,275
2022-04-22 00:00:00+00:00,73
2022-04-23 00:00:00+00:00,80
2022-04-24 00:00:00+00:00,43
2022-04-25 00:00:00+00:00,60
2022-04-26 00:00:00+00:00,75
2022-04-27 00:00:00+00:00,48
2022-04-28 00:00:00+00:00,54
2022-04-29 00:00:00+00:00,51
2022-04-30 00:00:00+00:00,279
2022-05-01 00:00:00+00:00,154
2022-05-02 00:00:00+00:00,2537
2022-05-03 00:00:00+00:00,193
2022-05-04 00:00:00+00:00,327
2022-05-05 00:00:00+00:00,177
2022-05-06 00:00:00+00:00,78
2022-05-07 00:00:00+00:00,40
2022-05-08 00:00:00+00:00,57
2022-05-09 00:00:00+00:00,67
2022-05-10 00:00:00+00:00,86
2022-05-11 00:00:00+00:00,0
2022-05-12 00:00:00+00:00,103
2022-05-13 00:00:00+00:00,103
2022-05-14 00:00:00+00:00,147
2022-05-15 00:00:00+00:00,77
2022-05-16 00:00:00+00:00,239
2022-05-17 00:00:00+00:00,180
2022-05-18 00:00:00+00:00,974
2022-05-19 00:00:00+00:00,432
2022-05-20 00:00:00+00:00,101
2022-05-21 00:00:00+00:00,56
2022-05-22 00:00:00+00:00,78
2022-05-23 00:00:00+00:00,79
2022-05-24 00:00:00+00:00,175
2022-05-25 00:00:00+00:00,0
2022-05-26 00:00:00+00:00,1539
2022-05-27 00:00:00+00:00,276
2022-05-28 00:00:00+00:00,0
2022-05-29 00:00:00+00:00,106
2022-05-30 00:00:00+00:00,79
2022-05-31 00:00:00+00:00,98
2022-06-01 00:00:00+00:00,63
2022-06-02 00:00:00+00:00,74
2022-06-03 00:00:00+00:00,112
2022-06-04 00:00:00+00:00,132
2022-06-05 00:00:00+00:00,138
2022-06-06 00:00:00+00:00,157
2022-06-07 00:00:00+00:00,93
2022-06-08 00:00:00+00:00,80
2022-06-09 00:00:00+00:00,146
2022-06-10 00:00:00+00:00,74
2022-06-11 00:00:00+00:00,59
2022-06-12 00:00:00+00:00,52
2022-06-13 00:00:00+00:00,45
2022-06-14 00:00:00+00:00,0
2022-06-15 00:00:00+00:00,257
2022-06-16 00:00:00+00:00,661
2022-06-17 00:00:00+00:00,170
2022-06-18 00:00:00+00:00,227
2022-06-19 00:00:00+00:00,103
2022-06-20 00:00:00+00:00,85
2022-06-21 00:00:00+00:00,77
2022-06-22 00:00:00+00:00,80
2022-06-23 00:00:00+00:00,79
2022-06-24 00:00:00+00:00,97
2022-06-25 00:00:00+00:00,34
2022-06-26 00:00:00+00:00,24
2022-06-27 00:00:00+00:00,43
2022-06-28 00:00:00+00:00,53
2022-06-29 00:00:00+00:00,114
2022-06-30 00:00:00+00:00,227
2022-07-01 00:00:00+00:00,119
2022-07-02 00:00:00+00:00,63
2022-07-03 00:00:00+00:00,56
2022-07-04 00:00:00+00:00,83
2022-07-05 00:00:00+00:00,69
2022-07-06 00:00:00+00:00,104
2022-07-07 00:00:00+00:00,63
2022-07-08 00:00:00+00:00,66
2022-07-09 00:00:00+00:00,62
2022-07-10 00:00:00+00:00,64
2022-07-11 00:00:00+00:00,67
2022-07-12 00:00:00+00:00,55
2022-07-13 00:00:00+00:00,39
2022-07-14 00:00:00+00:00,50
2022-07-15 00:00:00+00:00,63
2022-07-16 00:00:00+00:00,163
2022-07-17 00:00:00+00:00,101
2022-07-18 00:00:00+00:00,120
2022-07-19 00:00:00+00:00,113
2022-07-20 00:00:00+00:00,115
2022-07-21 00:00:00+00:00,77
2022-07-22 00:00:00+00:00,130
2022-07-23 00:00:00+00:00,106
2022-07-24 00:00:00+00:00,625
2022-07-25 00:00:00+00:00,380
2022-07-26 00:00:00+00:00,102
2022-07-27 00:00:00+00:00,130
2022-07-28 00:00:00+00:00,0
2022-07-29 00:00:00+00:00,88
2022-07-30 00:00:00+00:00,55
2022-07-31 00:00:00+00:00,77
2022-08-01 00:00:00+00:00,12037
2022-08-02 00:00:00+00:00,29120
2022-08-03 00:00:00+00:00,4638
2022-08-04 00:00:00+00:00,2067
2022-08-05 00:00:00+00:00,1077
2022-08-06 00:00:00+00:00,467
2022-08-07 00:00:00+00:00,244
2022-08-08 00:00:00+00:00,209
2022-08-09 00:00:00+00:00,191
2022-08-10 00:00:00+00:00,235
2022-08-11 00:00:00+00:00,206
2022-08-12 00:00:00+00:00,138
2022-08-13 00:00:00+00:00,471
2022-08-14 00:00:00+00:00,1078
2022-08-15 00:00:00+00:00,736
2022-08-16 00:00:00+00:00,405
2022-08-17 00:00:00+00:00,3303
2022-08-18 00:00:00+00:00,614
2022-08-19 00:00:00+00:00,224
2022-08-20 00:00:00+00:00,116
2022-08-21 00:00:00+00:00,87
2022-08-22 00:00:00+00:00,117
2022-08-23 00:00:00+00:00,99
2022-08-24 00:00:00+00:00,164
2022-08-25 00:00:00+00:00,406
2022-08-26 00:00:00+00:00,2034
2022-08-27 00:00:00+00:00,358
2022-08-28 00:00:00+00:00,132
2022-08-29 00:00:00+00:00,204
2022-08-30 00:00:00+00:00,321
2022-08-31 00:00:00+00:00,0
2022-09-01 00:00:00+00:00,221
2022-09-02 00:00:00+00:00,0
2022-09-03 00:00:00+00:00,0
2022-09-04 00:00:00+00:00,205
2022-09-05 00:00:00+00:00,128
2022-09-06 00:00:00+00:00,84
2022-09-07 00:00:00+00:00,108
2022-09-08 00:00:00+00:00,103
2022-09-09 00:00:00+00:00,96
2022-09-10 00:00:00+00:00,108
2022-09-11 00:00:00+00:00,87
2022-09-12 00:00:00+00:00,58
2022-09-13 00:00:00+00:00,84
2022-09-14 00:00:00+00:00,64
2022-09-15 00:00:00+00:00,68
2022-09-16 00:00:00+00:00,82
2022-09-17 00:00:00+00:00,412
2022-09-18 00:00:00+00:00,125
2022-09-19 00:00:00+00:00,401
2022-09-20 00:00:00+00:00,215
2022-09-21 00:00:00+00:00,150
2022-09-22 00:00:00+00:00,107
2022-09-23 00:00:00+00:00,170
2022-09-24 00:00:00+00:00,166
2022-09-25 00:00:00+00:00,85
2022-09-26 00:00:00+00:00,213
2022-09-27 00:00:00+00:00,128
2022-09-28 00:00:00+00:00,97
2022-09-29 00:00:00+00:00,95
2022-09-30 00:00:00+00:00,78
2022-10-01 00:00:00+00:00,66
2022-10-02 00:00:00+00:00,99
2022-10-03 00:00:00+00:00,53
2022-10-04 00:00:00+00:00,1136
2022-10-05 00:00:00+00:00,2882
2022-10-06 00:00:00+00:00,197
2022-10-07 00:00:00+00:00,132
2022-10-08 00:00:00+00:00,100
2022-10-09 00:00:00+00:00,405
2022-10-10 00:00:00+00:00,206
2022-10-11 00:00:00+00:00,121
2022-10-12 00:00:00+00:00,110
2022-10-13 00:00:00+00:00,81
2022-10-14 00:00:00+00:00,62
2022-10-15 00:00:00+00:00,65
2022-10-16 00:00:00+00:00,64
2022-10-17 00:00:00+00:00,112
2022-10-18 00:00:00+00:00,82
2022-10-19 00:00:00+00:00,195
2022-10-20 00:00:00+00:00,311
2022-10-21 00:00:00+00:00,0
2022-10-22 00:00:00+00:00,133
2022-10-23 00:00:00+00:00,64
2022-10-24 00:00:00+00:00,76
2022-10-25 00:00:00+00:00,112
2022-10-26 00:00:00+00:00,112
2022-10-27 00:00:00+00:00,671
2022-10-28 00:00:00+00:00,953
2022-10-29 00:00:00+00:00,14360
2022-10-30 00:00:00+00:00,8203
2022-10-31 00:00:00+00:00,422
2022-11-01 00:00:00+00:00,150
2022-11-02 00:00:00+00:00,0
2022-11-03 00:00:00+00:00,80
2022-11-04 00:00:00+00:00,101
2022-11-05 00:00:00+00:00,87
2022-11-06 00:00:00+00:00,76
2022-11-07 00:00:00+00:00,88
2022-11-08 00:00:00+00:00,65
2022-11-09 00:00:00+00:00,59
2022-11-10 00:00:00+00:00,86
2022-11-11 00:00:00+00:00,99
2022-11-12 00:00:00+00:00,134
2022-11-13 00:00:00+00:00,151
2022-11-14 00:00:00+00:00,77
2022-11-15 00:00:00+00:00,124
2022-11-16 00:00:00+00:00,145
2022-11-17 00:00:00+00:00,121
2022-11-18 00:00:00+00:00,4976
2022-11-19 00:00:00+00:00,2140
2022-11-20 00:00:00+00:00,191
2022-11-21 00:00:00+00:00,403
2022-11-22 00:00:00+00:00,187
2022-11-23 00:00:00+00:00,2408
2022-11-24 00:00:00+00:00,0
2022-11-25 00:00:00+00:00,204
2022-11-26 00:00:00+00:00,117
2022-11-27 00:00:00+00:00,5521
2022-11-28 00:00:00+00:00,7208
2022-11-29 00:00:00+00:00,860
2022-11-30 00:00:00+00:00,0
2022-12-01 00:00:00+00:00,878
2022-12-02 00:00:00+00:00,4763
2022-12-03 00:00:00+00:00,700
2022-12-04 00:00:00+00:00,594
2022-12-05 00:00:00+00:00,353
2022-12-06 00:00:00+00:00,201
2022-12-07 00:00:00+00:00,142
2022-12-08 00:00:00+00:00,138
2022-12-09 00:00:00+00:00,91
2022-12-10 00:00:00+00:00,55
2022-12-11 00:00:00+00:00,166
2022-12-12 00:00:00+00:00,159
2022-12-13 00:00:00+00:00,211
2022-12-14 00:00:00+00:00,0
2022-12-15 00:00:00+00:00,90
2022-12-16 00:00:00+00:00,104
2022-12-17 00:00:00+00:00,76
2022-12-18 00:00:00+00:00,51
2022-12-19 00:00:00+00:00,42
2022-12-20 00:00:00+00:00,191
2022-12-21 00:00:00+00:00,1214
2022-12-22 00:00:00+00:00,272
2022-12-23 00:00:00+00:00,65
2022-12-24 00:00:00+00:00,1965
2022-12-25 00:00:00+00:00,1473
2022-12-26 00:00:00+00:00,163
2022-12-27 00:00:00+00:00,94
2022-12-28 00:00:00+00:00,59
2022-12-29 00:00:00+00:00,136
2022-12-30 00:00:00+00:00,148
2022-12-31 00:00:00+00:00,37
2023-01-01 00:00:00+00:00,41
2023-01-02 00:00:00+00:00,74
2023-01-03 00:00:00+00:00,62
2023-01-04 00:00:00+00:00,89
2023-01-05 00:00:00+00:00,74
2023-01-06 00:00:00+00:00,96
2023-01-07 00:00:00+00:00,677
2023-01-08 00:00:00+00:00,87
2023-01-09 00:00:00+00:00,91
2023-01-10 00:00:00+00:00,99
2023-01-11 00:00:00+00:00,64
2023-01-12 00:00:00+00:00,127
2023-01-13 00:00:00+00:00,108
2023-01-14 00:00:00+00:00,158
2023-01-15 00:00:00+00:00,253
2023-01-16 00:00:00+00:00,624
2023-01-17 00:00:00+00:00,304
2023-01-18 00:00:00+00:00,83
2023-01-19 00:00:00+00:00,579
2023-01-20 00:00:00+00:00,0
2023-01-21 00:00:00+00:00,10331
2023-01-22 00:00:00+00:00,868
2023-01-23 00:00:00+00:00,154
2023-01-24 00:00:00+00:00,134
2023-01-25 00:00:00+00:00,96
2023-01-26 00:00:00+00:00,79
2023-01-27 00:00:00+00:00,118
2023-01-28 00:00:00+00:00,279
2023-01-29 00:00:00+00:00,125
2023-01-30 00:00:00+00:00,173
2023-01-31 00:00:00+00:00,114
2023-02-01 00:00:00+00:00,181
2023-02-02 00:00:00+00:00,95
2023-02-03 00:00:00+00:00,81
2023-02-04 00:00:00+00:00,126
2023-02-05 00:00:00+00:00,79
2023-02-06 00:00:00+00:00,103
2023-02-07 00:00:00+00:00,93
2023-02-08 00:00:00+00:00,88
2023-02-09 00:00:00+00:00,148
2023-02-10 00:00:00+00:00,121
2023-02-11 00:00:00+00:00,117
2023-02-12 00:00:00+00:00,56
2023-02-13 00:00:00+00:00,63
2023-02-14 00:00:00+00:00,87
2023-02-15 00:00:00+00:00,71
2023-02-16 00:00:00+00:00,0
2023-02-17 00:00:00+00:00,48
2023-02-18 00:00:00+00:00,68
2023-02-19 00:00:00+00:00,77
2023-02-20 00:00:00+00:00,79
2023-02-21 00:00:00+00:00,159
2023-02-22 00:00:00+00:00,209
2023-02-23 00:00:00+00:00,93
2023-02-24 00:00:00+00:00,119
2023-02-25 00:00:00+00:00,51
2023-02-26 00:00:00+00:00,59
2023-02-27 00:00:00+00:00,1118
2023-02-28 00:00:00+00:00,1370
2023-03-01 00:00:00+00:00,169
2023-03-02 00:00:00+00:00,0
2023-03-03 00:00:00+00:00,85
2023-03-04 00:00:00+00:00,76
2023-03-05 00:00:00+00:00,175
2023-03-06 00:00:00+00:00,107
2023-03-07 00:00:00+00:00,1201
2023-03-08 00:00:00+00:00,1656
2023-03-09 00:00:00+00:00,160
2023-03-10 00:00:00+00:00,104
2023-03-11 00:00:00+00:00,104
2023-03-12 00:00:00+00:00,377
2023-03-13 00:00:00+00:00,471
2023-03-14 00:00:00+00:00,315
2023-03-15 00:00:00+00:00,170
2023-03-16 00:00:00+00:00,110
2023-03-17 00:00:00+00:00,153
2023-03-18 00:00:00+00:00,144
2023-03-19 00:00:00+00:00,58
2023-03-20 00:00:00+00:00,146
2023-03-21 00:00:00+00:00,0
2023-03-22 00:00:00+00:00,117
2023-03-23 00:00:00+00:00,57
2023-03-24 00:00:00+00:00,59
2023-03-25 00:00:00+00:00,97
2023-03-26 00:00:00+00:00,796
2023-03-27 00:00:00+00:00,520
2023-03-28 00:00:00+00:00,176
2023-03-29 00:00:00+00:00,165
2023-03-30 00:00:00+00:00,85
2023-03-31 00:00:00+00:00,92
2023-04-01 00:00:00+00:00,79
2023-04-02 00:00:00+00:00,70
2023-04-03 00:00:00+00:00,142
2023-04-04 00:00:00+00:00,495
2023-04-05 00:00:00+00:00,240
2023-04-06 00:00:00+00:00,138
2023-04-07 00:00:00+00:00,109
2023-04-08 00:00:00+00:00,80
2023-04-09 00:00:00+00:00,62
2023-04-10 00:00:00+00:00,163
2023-04-11 00:00:00+00:00,0
2023-04-12 00:00:00+00:00,1424
2023-04-13 00:00:00+00:00,1488
2023-04-14 00:00:00+00:00,0
2023-04-15 00:00:00+00:00,112
2023-04-16 00:00:00+00:00,112
2023-04-17 00:00:00+00:00,290
2023-04-18 00:00:00+00:00,197
2023-04-19 00:00:00+00:00,0
2023-04-20 00:00:00+00:00,77
2023-04-21 00:00:00+00:00,38
2023-04-22 00:00:00+00:00,48
2023-04-23 00:00:00+00:00,153
2023-04-24 00:00:00+00:00,0
2023-04-25 00:00:00+00:00,163
2023-04-26 00:00:00+00:00,65
2023-04-27 00:00:00+00:00,77
2023-04-28 00:00:00+00:00,87
2023-04-29 00:00:00+00:00,0
2023-04-30 00:00:00+00:00,0
2023-05-01 00:00:00+00:00,0
2023-05-02 00:00:00+00:00,53
2023-05-03 00:00:00+00:00,36
2023-05-04 00:00:00+00:00,36
2023-05-05 00:00:00+00:00,54
2023-05-06 00:00:00+00:00,37
2023-05-07 00:00:00+00:00,30
2023-05-08 00:00:00+00:00,98
2023-05-09 00:00:00+00:00,402
2023-05-10 00:00:00+00:00,199
2023-05-11 00:00:00+00:00,141
2023-05-12 00:00:00+00:00,176
2023-05-13 00:00:00+00:00,62
2023-05-14 00:00:00+00:00,54
2023-05-15 00:00:00+00:00,41
2023-05-16 00:00:00+00:00,186
2023-05-17 00:00:00+00:00,281
2023-05-18 00:00:00+00:00,2124
2023-05-19 00:00:00+00:00,1318
2023-05-20 00:00:00+00:00,146
2023-05-21 00:00:00+00:00,91
2023-05-22 00:00:00+00:00,83
2023-05-23 00:00:00+00:00,91
2023-05-24 00:00:00+00:00,157
2023-05-25 00:00:00+00:00,158
2023-05-26 00:00:00+00:00,68
2023-05-27 00:00:00+00:00,52
2023-05-28 00:00:00+00:00,42
2023-05-29 00:00:00+00:00,42
2023-05-30 00:00:00+00:00,147
2023-05-31 00:00:00+00:00,72
2023-06-01 00:00:00+00:00,42
2023-06-02 00:00:00+00:00,37
2023-06-03 00:00:00+00:00,451
2023-06-04 00:00:00+00:00,138
2023-06-05 00:00:00+00:00,166
2023-06-06 00:00:00+00:00,19
2023-06-07 00:00:00+00:00,813
2023-06-08 00:00:00+00:00,1049
2023-06-09 00:00:00+00:00,196
2023-06-10 00:00:00+00:00,122
2023-06-11 00:00:00+00:00,1138
2023-06-12 00:00:00+00:00,2255
